51035	51035	1
8773	8773	1
3875	3875	1
6607	6607	1
8574	8574	1
6737	6737	1
4615	4615	1
5805	5805	1
29108	29108	1
3104	3104	1
30011	30011	1
10363	10363	1
9189	9189	1
79797	79797	1
226	226	1
84864	84864	1
1491	1491	1
4598	4598	1
9782	9782	1
51388	51388	1
65983	65983	1
10313	10313	1
64946	64946	1
54550	54550	1
2495	2495	1
58500	58500	1
10534	10534	1
10016	10016	1
55007	55007	1
22827	22827	1
1890	1890	1
8436	8436	1
64853	64853	1
653121	653121	1
2941	2941	1
4143	4143	1
3183	3183	1
6990	6990	1
22929	22929	1
26258	26258	1
9513	9513	1
8697	8697	1
27342	27342	1
11043	11043	1
79026	79026	1
56341	56341	1
202559	202559	1
64376	64376	1
386618	386618	1
373	373	1
358	358	1
26249	26249	1
130951	130951	1
84224	84224	1
55297	55297	1
23424	23424	1
80705	80705	1
55145	55145	1
11275	11275	1
81565	81565	1
55329	55329	1
117144	117144	1
9111	9111	1
6455	6455	1
66036	66036	1
26060	26060	1
159163	159163	1
56474	56474	1
56658	56658	1
84528	84528	1
10733	10733	1
7189	7189	1
5475	5475	1
54810	54810	1
138046	138046	1
7188	7188	1
253980	253980	1
29979	29979	1
159989	159989	1
256130	256130	1
151531	151531	1
154313	154313	1
23204	23204	1
10606	10606	1
10247	10247	1
665	665	1
3615	3615	1
9139	9139	1
10475	10475	1
7358	7358	1
5834	5834	1
113878	113878	1
5866	5866	1
8216	8216	1
7069	7069	1
6820	6820	1
285753	285753	1
2203	2203	1
7414	7414	1
435	435	1
8636	8636	1
10483	10483	1
79077	79077	1
2582	2582	1
373156	373156	1
114932	114932	1
91703	91703	1
92840	92840	1
51421	51421	1
2670	2670	1
10320	10320	1
54776	54776	1
1838	1838	1
58155	58155	1
5152	5152	1
51074	51074	1
80153	80153	1
64081	64081	1
10204	10204	1
57820	57820	1
4830	4830	1
5111	5111	1
839	839	1
875	875	1
10212	10212	1
835	835	1
84056	84056	1
55577	55577	1
2762	2762	1
8522	8522	1
29844	29844	1
9618	9618	1
65991	65991	1
1400	1400	1
27018	27018	1
84245	84245	1
23641	23641	1
10540	10540	1
11030	11030	1
8440	8440	1
10087	10087	1
2010	2010	1
9802	9802	1
2947	2947	1
2098	2098	1
100532737	100532737	1
26061	26061	1
5631	5631	1
7360	7360	1
22978	22978	1
79078	79078	1
6285	6285	1
5451	5451	1
8115	8115	1
51329	51329	1
87	87	1
5050	5050	1
56898	56898	1
22954	22954	1
8878	8878	1
4000	4000	1
54974	54974	1
4282	4282	1
23647	23647	1
2539	2539	1
26151	26151	1
10197	10197	1
27111	27111	1
54925	54925	1
55109	55109	1
6273	6273	1
51322	51322	1
5725	5725	1
80764	80764	1
246329	246329	1
327	327	1
6240	6240	1
51100	51100	1
10982	10982	1
64395	64395	1
29926	29926	1
11252	11252	1
60491	60491	1
65987	65987	1
7126	7126	1
59349	59349	1
27316	27316	1
6895	6895	1
3281	3281	1
9319	9319	1
39	39	1
6626	6626	1
3945	3945	1
5720	5720	1
3190	3190	1
55165	55165	1
83755	83755	1
4144	4144	1
10567	10567	1
2766	2766	1
51171	51171	1
8767	8767	1
271	271	1
1163	1163	1
23099	23099	1
5092	5092	1
51225	51225	1
23475	23475	1
9810	9810	1
84283	84283	1
2937	2937	1
4188	4188	1
84988	84988	1
84959	84959	1
5211	5211	1
3880	3880	1
65263	65263	1
84970	84970	1
6048	6048	1
6470	6470	1
64170	64170	1
10539	10539	1
3612	3612	1
1410	1410	1
6999	6999	1
5706	5706	1
9453	9453	1
9412	9412	1
6440	6440	1
2512	2512	1
6303	6303	1
10486	10486	1
6652	6652	1
216	216	1
191	191	1
3613	3613	1
8575	8575	1
84705	84705	1
10342	10342	1
8996	8996	1
6271	6271	1
445	445	1
9322	9322	1
55663	55663	1
1503	1503	1
10133	10133	1
51361	51361	1
5213	5213	1
1602	1602	1
8424	8424	1
635	635	1
1073	1073	1
54908	54908	1
528	528	1
1974	1974	1
7138	7138	1
9063	9063	1
10923	10923	1
54971	54971	1
92906	92906	1
91369	91369	1
113675	113675	1
11100	11100	1
26086	26086	1
6675	6675	1
642	642	1
3958	3958	1
26135	26135	1
8623	8623	1
100506584	100506584	1
10591	10591	1
112483	112483	1
2752	2752	1
10589	10589	1
3704	3704	1
211	211	1
4841	4841	1
8470	8470	1
1725	1725	1
10318	10318	1
1196	1196	1
10458	10458	1
387032	387032	1
9454	9454	1
71	71	1
60	60	1
6672	6672	1
1731	1731	1
64841	64841	1
60490	60490	1
54458	54458	1
120379	120379	1
10152	10152	1
1198	1198	1
51181	51181	1
2954	2954	1
11051	11051	1
7518	7518	1
6120	6120	1
84661	84661	1
664	664	1
93487	93487	1
9961	9961	1
64802	64802	1
80318	80318	1
10253	10253	1
9832	9832	1
79763	79763	1
816	816	1
81704	81704	1
57085	57085	1
652968	652968	1
84680	84680	1
90933	90933	1
51076	51076	1
84872	84872	1
57684	57684	1
5860	5860	1
3251	3251	1
23549	23549	1
6284	6284	1
6810	6810	1
6733	6733	1
3796	3796	1
7704	7704	1
84708	84708	1
22977	22977	1
83878	83878	1
1102	1102	1
10768	10768	1
10616	10616	1
1911	1911	1
54932	54932	1
54906	54906	1
84553	84553	1
56893	56893	1
11117	11117	1
57142	57142	1
10174	10174	1
5034	5034	1
80321	80321	1
8676	8676	1
222389	222389	1
83897	83897	1
1912	1912	1
284001	284001	1
140691	140691	1
10188	10188	1
57573	57573	1
9500	9500	1
283518	283518	1
7186	7186	1
2272	2272	1
9814	9814	1
23199	23199	1
80308	80308	1
6477	6477	1
25788	25788	1
817	817	1
10403	10403	1
27232	27232	1
80230	80230	1
85007	85007	1
8615	8615	1
80007	80007	1
4599	4599	1
9874	9874	1
22806	22806	1
10193	10193	1
3198	3198	1
10656	10656	1
55337	55337	1
222484	222484	1
7597	7597	1
91445	91445	1
54585	54585	1
29068	29068	1
388818	388818	1
54778	54778	1
9852	9852	1
2104	2104	1
84456	84456	1
6660	6660	1
4815	4815	1
5987	5987	1
145282	145282	1
9753	9753	1
3801	3801	1
10640	10640	1
375307	375307	1
23201	23201	1
88	88	1
4212	4212	1
8545	8545	1
8915	8915	1
9911	9911	1
4281	4281	1
119391	119391	1
2949	2949	1
57727	57727	1
1808	1808	1
5723	5723	1
117178	117178	1
220965	220965	1
4665	4665	1
51466	51466	1
1936	1936	1
7185	7185	1
51379	51379	1
7391	7391	1
