805	160140	1
805	23125	1
805	23288	1
10282	23786	1
10282	147872	1
10282	171483	1
4174	11030	1
78996	375748	1
378	27111	1
9240	23589	1
7185	23589	1
23589	81704	1
23589	388677	1
9861	29979	1
10241	79025	1
4111	79025	1
11030	79025	1
4188	79025	1
23281	79025	1
978	79025	1
79025	146664	1
79025	79618	1
5966	79025	1
79025	79839	1
65056	79025	1
79025	171483	1
5987	79025	1
79025	117178	1
5708	134510	1
26580	85027	1
9240	85027	1
64581	85027	1
84445	85027	1
5780	10313	1
5780	114569	1
5780	116173	1
5780	57085	1
163183	219738	1
4105	9275	1
8574	8574	1
80230	116442	1
2801	116442	1
55722	57559	1
5987	57559	1
5862	57559	1
22806	57559	1
9240	57559	1
4105	57559	1
54900	57559	1
57559	388324	1
57559	79158	1
6925	57559	1
6810	9482	1
23281	112858	1
10241	112858	1
6449	57326	1
57326	64395	1
6737	56658	1
6737	7329	1
6737	6737	1
171483	282991	1
9342	171483	1
4615	51135	1
4615	4615	1
29979	55374	1
2146	80254	1
5805	8161	1
5805	5805	1
5817	7780	1
5817	388677	1
10640	29108	1
29108	29108	1
5887	55768	1
5887	22827	1
5987	388677	1
3104	653121	1
3104	3104	1
9238	10241	1
9238	114569	1
9238	57085	1
9238	171483	1
54708	89885	1
30011	51043	1
26228	30011	1
8853	30011	1
5684	30011	1
30011	30011	1
64859	202559	1
7024	64859	1
27316	64859	1
9444	64859	1
7681	64859	1
8812	11030	1
8812	10403	1
8553	8812	1
166	8812	1
55198	57403	1
8115	23548	1
11030	58493	1
5977	23641	1
5977	84708	1
373	6591	1
6303	6591	1
10363	64753	1
10363	10363	1
11030	155066	1
7791	51317	1
2275	51317	1
51317	54971	1
23636	51317	1
7185	51317	1
10363	94121	1
80321	94121	1
51043	94121	1
9513	94121	1
329	2670	1
329	79444	1
9063	9189	1
7329	9189	1
9189	9189	1
8907	29911	1
8907	653121	1
8907	10320	1
8907	10900	1
8907	23099	1
8907	10807	1
8907	92610	1
8907	117178	1
2120	8907	1
8907	9666	1
7541	8907	1
8907	171483	1
54107	54108	1
54108	171483	1
10254	57561	1
7128	57561	1
11339	645455	1
11339	24144	1
11339	79571	1
6498	11339	1
11339	23636	1
11339	54069	1
11339	84970	1
79036	84557	1
10318	84557	1
84557	162427	1
2801	219844	1
1468	4188	1
1468	388677	1
26258	220134	1
93426	220134	1
3021	4678	1
23582	286075	1
10928	286075	1
11065	11275	1
5598	11065	1
54942	79618	1
27111	55646	1
8575	55646	1
55646	222389	1
11157	27258	1
11157	23658	1
6386	11157	1
1207	11157	1
9636	11274	1
7138	9519	1
79797	80321	1
9659	79797	1
79797	79797	1
226	230	1
226	226	1
65264	158067	1
65264	79618	1
5966	65264	1
6432	51631	1
10513	51631	1
4800	51631	1
6431	51631	1
54507	55080	1
6925	55080	1
84864	84864	1
1491	1491	1
840	6303	1
4598	4598	1
9782	9782	1
597	638	1
578	597	1
597	171483	1
9146	55917	1
55917	83878	1
1781	83658	1
5987	9929	1
9929	11043	1
373	9929	1
7185	9929	1
9929	388677	1
9070	84661	1
5929	9070	1
8887	22931	1
5987	84340	1
9984	64112	1
817	64112	1
2592	10188	1
2275	91137	1
115817	388677	1
4110	55619	1
25776	153657	1
51388	54550	1
1406	51388	1
51388	84445	1
51388	51388	1
3437	92703	1
26276	63894	1
10318	26276	1
4841	83638	1
7458	83638	1
6386	83638	1
5966	83638	1
5987	147525	1
373	147525	1
83878	147525	1
147525	284001	1
166	147525	1
147525	388677	1
7965	24144	1
7965	645455	1
7965	81565	1
2275	7965	1
3735	7965	1
7965	9255	1
26580	55266	1
11043	11170	1
4591	11170	1
11170	83878	1
9240	11170	1
11170	60561	1
11170	64753	1
11170	123722	1
11170	84445	1
11030	142937	1
65983	65983	1
9775	55536	1
60	1072	1
71	1072	1
